customer_id,first_name,last_name,email,phone_number,gender,date_of_birth,city,state,country,postal_code,loyalty_tier,registration_date,is_active
CDE1730F7,Barry,Rodriguez,oprice@example.net,03-1211-3975,Male,1979-08-07,North Yolanda,Australian Capital Territory,Australia,2998,Silver,2022-07-03,True
C66CAF6A5,Daniel,Arnold,wilsonjennifer@example.org,(07) 2853 6156,Male,1976-08-15,Grahamfort,Western Australia,Australia,2978,Gold,2026-04-01,True
C3879082F,Michael,Rush,bboone@example.com,+61.463.879.408,Male,1958-06-02,West Michael,South Australia,Australia,2629,Bronze,2022-12-14,True
C14208885,Adam,Martinez,wmccarthy@example.net,03 8259 7030,Male,1977-12-29,North Sallyland,Western Australia,Australia,2348,Silver,2024-06-30,True
CFA07E723,Kevin,Campbell,parkererik@example.org,07-5856-7623,Male,1996-04-27,Williamberg,Queensland,Australia,2226,Bronze,2022-01-06,True
C39FD2ABE,Cameron,Mcguire,colin22@example.org,0409 826 243,Male,1977-06-06,Wallaceton,South Australia,Australia,2656,Bronze,2022-04-10,True
CB817D695,Alexis,Rodgers,laura36@example.com,0473-202-801,Female,1981-07-11,Sandersshire,Northern Territory,Australia,2918,Bronze,2021-10-05,True
C811EDE59,Matthew,Johnson,rickbrown@example.com,0405.110.782,Male,1967-03-24,St. Kathyberg,Tasmania,Australia,2686,Silver,2024-11-15,True
CA0D4339F,Kristy,Jackson,stanley74@example.org,26730152,Female,1994-01-20,Port Patriciastad,South Australia,Australia,1380,Bronze,2024-02-10,True
C334D18FE,Christine,Kelly,joshua15@example.com,0485.006.558,Female,1947-10-17,Bartontown,South Australia,Australia,2995,Gold,2022-07-27,True
C2815ACBF,Michael,Mora,ielliott@example.net,(08).5959.5519,Male,1985-03-29,Port Aliciaberg,New South Wales,Australia,2306,Bronze,2022-04-12,True
C8EF2E71D,Emma,Mendez,rachelhill@example.com,+61303233599,Female,1947-03-22,South Angelfurt,Victoria,Australia,2619,Gold,2023-10-14,True
C5D051F42,Megan,Arnold,vparks@example.com,7808.0922,Female,1957-05-15,Port Taylor,Tasmania,Australia,2581,Gold,2022-11-08,True
CEC512529,Linda,Baldwin,jonathangreen@example.org,3381.2227,Female,1981-12-18,East Joseph,Western Australia,Australia,1246,Bronze,2025-09-21,True
C66F03836,Thomas,Dunn,diana08@example.net,(03)-0131-9130,Male,1961-12-09,East Tara,Australian Capital Territory,Australia,0221,Bronze,2025-12-12,True
CCCC553E8,Samuel,Fields,brenda07@example.com,+61.400.874.539,Male,1998-01-27,New Brianna,Tasmania,Australia,2311,Bronze,2025-12-11,True
C82202426,Daniel,Knox,tjenkins@example.net,+61-449-222-292,Male,1949-07-19,New Bryceville,Queensland,Australia,2895,Bronze,2023-10-11,True
CA05407DF,Jeffrey,Thompson,robinsonchristopher@example.com,07 3402 1967,Male,1969-06-05,New Benjamin,Northern Territory,Australia,2071,Gold,2022-09-05,True
C0CD1AB34,Brian,Murray,juliemacias@example.net,+61.401.218.407,Male,1955-07-05,West Kevinfort,New South Wales,Australia,2829,Gold,2023-10-31,True
C295A2C06,Jennifer,Guzman,goodmanjonathan@example.org,+61 3 1519 6046,Female,1970-08-16,Joycemouth,Australian Capital Territory,Australia,2920,Silver,2024-11-20,True
CAB21B122,Chris,Lowe,carrietaylor@example.org,44506703,Male,1993-11-16,Benjaminshire,Australian Capital Territory,Australia,2610,Bronze,2023-03-07,True
C0E764C63,Christian,Schmitt,christophershannon@example.net,0214161994,Male,2005-05-13,Peterborough,Australian Capital Territory,Australia,2943,Bronze,2025-02-22,True
C052D03DF,Alicia,Buck,robertsonapril@example.net,2771 7559,Female,1997-08-19,Lewischester,Queensland,Australia,2883,Bronze,2024-06-16,True
C2E0F9291,Glenda,Turner,edward91@example.com,+61318348944,Female,1974-09-04,Lutzside,South Australia,Australia,8135,Bronze,2025-09-20,True
C63B04230,Heather,Lewis,travis63@example.org,+61.8.5934.2240,Female,1991-06-08,Andersonland,Tasmania,Australia,2942,Bronze,2021-08-17,True
C40933934,Linda,Brown,greensonia@example.org,(08) 9537 5686,Female,1994-01-25,Jeffreymouth,New South Wales,Australia,7391,Silver,2023-01-09,False
C34D37E26,Jessica,Young,arodriguez@example.org,+61 2 8355 8719,Female,1960-04-10,Youngburgh,Western Australia,Australia,2348,Silver,2025-02-25,True
CAE36973C,Tracey,Bryant,xwalsh@example.com,03-2922-5616,Female,1995-01-07,Bartonchester,Tasmania,Australia,2497,Bronze,2026-01-25,False
CDE0CEE1E,Nicholas,Lawson,scottangela@example.net,9487-2122,Male,1950-05-01,West Russell,Tasmania,Australia,2629,Silver,2022-11-14,True
C3654F797,Juan,Daugherty,andrewcasey@example.org,0469-701-692,Male,1967-06-03,West Madisonhaven,Northern Territory,Australia,3040,Silver,2024-09-21,True
C97874B0A,Daniel,Anderson,christinehood@example.org,8359-1512,Male,1948-05-27,Houstonborough,Queensland,Australia,2982,Bronze,2023-04-26,True
CCFF3249E,Andrew,Grant,annwilson@example.org,+61-411-651-487,Male,1988-08-17,Carlsonbury,Queensland,Australia,2907,Bronze,2025-04-07,True
C5D3CC3CF,Erica,Shannon,donna83@example.com,08-5445-9163,Female,1989-01-17,St. Andreastad,Northern Territory,Australia,2802,Gold,2026-08-10,True
CEADAB172,Eric,Morgan,brandon33@example.net,07-5280-7923,Male,1958-04-05,Stephenborough,New South Wales,Australia,2198,Bronze,2025-04-11,True
C5C5CC245,Sarah,Rubio,melinda18@example.net,8089 5576,Female,1952-12-14,New Katherine,Western Australia,Australia,5643,Silver,2022-03-28,True
C58FB9E74,Richard,Thomas,amandacarpenter@example.com,(02) 8767 2151,Male,1988-09-13,Newtonhaven,Victoria,Australia,2871,Bronze,2025-08-31,False
CEF66C2EA,Micheal,Savage,porteremily@example.org,02-1120-1673,Male,1981-10-28,Garciabury,Western Australia,Australia,2121,Bronze,2021-11-14,True
C75CE91B7,Joshua,Thomas,timothygray@example.com,+61 492 068 314,Male,1978-06-12,Port Karina,New South Wales,Australia,2626,Gold,2022-05-24,True
C8FB9813F,William,Wright,lawrence41@example.org,+61-8-6247-1189,Male,1974-01-18,Mccormickbury,Victoria,Australia,2984,Silver,2024-07-12,True
C95C01D46,Tara,Randall,nhensley@example.net,0457 339 818,Female,2005-01-03,Port Patrickview,Victoria,Australia,2684,Silver,2022-11-06,False
CA17AF041,Jay,Scott,millerbrent@example.com,7884-7726,Male,1989-05-31,Jamesport,Queensland,Australia,3716,Silver,2022-04-15,True
CE37DC2A9,Michele,Flowers,bethanyherring@example.com,6399 9924,Female,1970-07-20,Port Larryfurt,Australian Capital Territory,Australia,0845,Bronze,2023-03-04,True
CF62D5DAC,Shawn,Anderson,colewayne@example.org,0464 067 566,Male,1960-07-05,South Allenton,Queensland,Australia,3428,Silver,2023-11-17,True
CF3FD9634,Andrew,Green,sethdaniels@example.com,0435.873.466,Male,1979-05-07,North Scottmouth,Northern Territory,Australia,8177,Bronze,2024-04-04,True
C6B9FEF78,Monique,Murphy,jasonmercado@example.com,02.9482.9105,Female,1968-04-11,North Phyllisside,Queensland,Australia,2978,Silver,2021-08-18,True
C9DBD1673,Timothy,Pearson,margaretbuck@example.org,6410 6141,Male,1997-08-15,South Tylerhaven,New South Wales,Australia,2930,Bronze,2024-10-15,True
C4644BCD3,Lindsey,Howard,jason63@example.net,+61-3-4498-1351,Female,2003-07-16,North Juan,Western Australia,Australia,2939,Bronze,2025-08-30,True
C00968BB6,Denise,Perez,trevor98@example.net,0414-126-000,Female,1985-05-08,Lake Beth,Victoria,Australia,2925,Silver,2025-05-09,False
CF21CF909,Nicole,Mcdonald,carterchris@example.com,0431.093.162,Female,1988-02-05,Lake Jennifer,Australian Capital Territory,Australia,5888,Bronze,2025-05-25,True
C189646A4,Crystal,Ryan,kendra28@example.com,5359 8074,Female,1948-04-20,West Julie,Northern Territory,Australia,2986,Bronze,2025-07-16,False
CF60AB9B3,James,Woods,lisamullins@example.com,(02).5789.1068,Male,1972-02-10,Lake Carol,Australian Capital Territory,Australia,0858,Silver,2022-06-14,True
CB2ABA2F8,Justin,Hickman,watersdonna@example.org,02 6537 0198,Male,1984-04-06,Costashire,Australian Capital Territory,Australia,2943,Bronze,2025-12-05,True
C17C0520C,Michael,Moore,joshuahendricks@example.org,(02)-6166-2382,Male,1961-10-02,Wrightberg,Victoria,Australia,2684,Silver,2026-06-22,True
CE19FCF90,Noah,Harris,daniel50@example.org,0429 561 096,Male,1961-02-16,East Tammyview,Western Australia,Australia,2589,Silver,2026-02-10,True
C28436863,Anthony,Mccormick,ashleybaker@example.net,0461-473-929,Male,1960-05-21,West Justin,South Australia,Australia,2996,Silver,2022-07-15,True
CBCE7E1A9,Nicholas,Krueger,robert02@example.org,(08)-0138-7013,Male,1954-08-27,West Timothyfort,Queensland,Australia,2933,Bronze,2022-02-25,True
CBA92A2B7,Crystal,Smith,ahowell@example.net,(08) 6650 4237,Female,2002-08-16,South Lindsay,South Australia,Australia,2681,Bronze,2024-10-15,True
C37F4EDE1,Danielle,Smith,william73@example.com,7558 8832,Female,1965-02-12,Port Gregoryfurt,New South Wales,Australia,7444,Bronze,2022-01-01,True
C4E49D20F,Melissa,Rogers,ebriggs@example.org,03.2941.4332,Female,1953-05-24,Derekchester,New South Wales,Australia,2656,Bronze,2026-02-22,True
C8DB3F40E,Angela,Jones,burnettcasey@example.org,(03).4437.9995,Female,1981-05-05,South Tinashire,Northern Territory,Australia,3368,Silver,2022-12-20,True
CA758E3EA,Christopher,Thomas,qjames@example.org,+61-495-020-080,Male,1948-11-28,Port Kayla,Victoria,Australia,2643,Bronze,2024-11-03,True
C67251D31,Victoria,Rice,saunderstammy@example.net,0889688849,Female,1994-12-22,Lake Madisonside,New South Wales,Australia,2920,Bronze,2022-06-02,True
CF2B02425,Joseph,Young,cwalker@example.net,01697123,Male,2000-07-06,Mcdonaldfort,Tasmania,Australia,2987,Silver,2022-11-05,True
CCBE8C67C,Robert,Williamson,freed@example.org,(03) 8098 1177,Male,1950-04-02,Port Matthew,South Australia,Australia,1963,Gold,2025-05-11,True
C849639B1,Amy,Bowers,millertiffany@example.com,07 9626 1900,Female,1994-09-10,Petersfurt,Queensland,Australia,0869,Silver,2024-08-02,True
C14A5F77B,Heather,Carter,annadouglas@example.com,+61.420.249.665,Female,1949-12-31,South Travisfurt,Australian Capital Territory,Australia,2736,Bronze,2022-03-23,True
C50D7187A,Alexander,Thomas,ustephenson@example.org,+61 3 0432 4051,Male,1992-05-17,Castillochester,Victoria,Australia,2684,Bronze,2024-12-25,True
C7F6D4F82,Anita,Valdez,chapmanchris@example.net,0841968499,Female,1978-06-27,Timothyberg,New South Wales,Australia,8066,Gold,2023-11-19,False
C51956B72,Lindsay,Jackson,scottdunn@example.com,+61-2-3047-2660,Female,1985-06-20,East Ashleyborough,Western Australia,Australia,2290,Platinum,2025-03-26,True
C2B10BEA7,Megan,Figueroa,joshuabishop@example.com,(07)55310697,Female,1978-12-11,Kristinland,Western Australia,Australia,2977,Bronze,2026-05-02,True
C6C9F57B6,Thomas,House,benjamin31@example.net,0206356340,Male,1988-11-21,New Andrewhaven,Tasmania,Australia,2074,Platinum,2024-09-09,True
C6B9EB5BC,Daniel,Underwood,mitchellfloyd@example.com,(08).2866.9647,Male,1946-08-31,St. Anthonyshire,Tasmania,Australia,2987,Bronze,2023-11-24,True
C051A8B5E,Rebecca,Howard,angela15@example.org,+61.460.194.368,Female,1972-08-01,Robertmouth,Victoria,Australia,2619,Silver,2024-04-28,True
C03A10C26,Chad,Hancock,fhenderson@example.net,07-9614-0142,Male,1979-09-10,Teresafort,Western Australia,Australia,2935,Silver,2021-12-08,True
C7ECB1B46,April,Turner,reyesdavid@example.com,28364181,Female,1971-08-30,Tamarachester,Queensland,Australia,2976,Silver,2025-07-23,True
C96F58EEB,Ryan,Anthony,walkersabrina@example.com,1580.0621,Male,1976-06-13,Port Mirandaside,South Australia,Australia,2908,Bronze,2026-01-25,True
C7E8E1D78,Jose,Foster,april72@example.com,+61 490 610 982,Male,1946-01-10,Brownberg,Western Australia,Australia,2283,Bronze,2024-03-01,True
C69C5A8F6,Kathryn,Howard,dalvarez@example.com,(02).2187.2933,Female,1989-10-02,Patriciaton,Tasmania,Australia,2048,Bronze,2021-12-30,True
CD6A0F1DC,Shane,Banks,mariamay@example.net,+61 2 4092 0729,Male,1995-06-22,Doughertyside,Australian Capital Territory,Australia,3574,Bronze,2023-03-06,True
C587FA9AF,Benjamin,Rasmussen,warrenlaurie@example.net,+61-478-141-507,Male,1987-12-26,Vincentville,New South Wales,Australia,2967,Bronze,2024-06-17,True
CBEEB4D8D,Michael,Carson,dodsondiane@example.net,73413253,Male,1981-05-24,Robinsonview,Victoria,Australia,7966,Silver,2022-06-06,False
C322E60BF,Martha,Gonzalez,jenniferstuart@example.net,+61-7-0369-1680,Female,1994-03-29,Port Ryanmouth,Victoria,Australia,0874,Bronze,2026-07-07,True
C1489F6D9,Jeffrey,Wilson,sandra34@example.com,(02) 0818 3269,Male,2002-03-08,North Andrea,New South Wales,Australia,2908,Bronze,2025-09-09,True
CBA9DDE73,Alicia,Harris,edwardssamantha@example.com,1422-5427,Female,1957-09-17,New Shelby,Tasmania,Australia,2640,Bronze,2022-12-10,True
C6B432050,Jasmine,Johnson,thomasvargas@example.net,08-2158-0115,Female,1993-06-29,Shaunborough,Australian Capital Territory,Australia,2568,Bronze,2023-10-20,True
C85623673,Terry,Miller,samanthaspencer@example.org,33342470,Female,2006-11-30,Michaelport,Australian Capital Territory,Australia,2990,Silver,2026-02-17,True
C4D1DF02E,Theodore,Gilbert,zhenry@example.net,0453-538-906,Male,1988-06-01,Lake Virginia,South Australia,Australia,0207,Bronze,2023-06-03,True
C2879EE44,Terri,Green,bernardangel@example.com,0864126847,Female,1991-04-19,Jasonburgh,Australian Capital Territory,Australia,2620,Bronze,2024-01-24,True
C2A39B839,Christopher,Cain,ambervelasquez@example.org,5228 2967,Male,1988-07-06,West Garrett,Australian Capital Territory,Australia,2633,Bronze,2022-10-02,True
CB9F66013,Brandon,Brown,powersbrenda@example.net,0489.414.907,Male,1947-02-21,Reyeschester,Queensland,Australia,2673,Silver,2021-08-11,True
CC4070447,Jesus,Lee,ydavid@example.net,(07)-9093-5131,Male,1974-06-29,North Susanberg,Tasmania,Australia,2962,Bronze,2023-03-08,True
C03757B92,Christopher,Campbell,andrewevans@example.org,+61.477.020.977,Male,2007-02-01,Grosstown,Australian Capital Territory,Australia,2693,Bronze,2025-05-06,True
CC5452A34,Morgan,Hall,karinariley@example.org,0494 604 707,Female,1999-03-19,Port Cindy,Victoria,Australia,3989,Bronze,2025-07-26,True
CC50AE460,James,Adams,westtheodore@example.org,1185.4232,Male,1998-01-10,West Albertburgh,Australian Capital Territory,Australia,2659,Gold,2024-03-20,True
CDF405EF0,Lindsay,Rivas,john02@example.com,+61.8.2222.6634,Female,1965-08-17,Newmanstad,Australian Capital Territory,Australia,2059,Bronze,2025-06-21,True
CB03334B5,Aaron,Hogan,kathleen77@example.com,(08)-3751-1132,Male,1978-06-09,South Johnmouth,South Australia,Australia,2926,Silver,2024-12-17,False
C97E54650,Connor,English,edwardbrennan@example.net,0290712066,Male,1973-04-03,Williamsfort,Northern Territory,Australia,2696,Silver,2026-03-26,True
CB397BC0C,Paula,Harris,randolphjonathan@example.com,6408.0599,Female,1968-04-09,East Leslie,South Australia,Australia,2920,Bronze,2024-11-27,True
C5FCFD355,Jeremy,Collins,leslieboyer@example.org,9439 5624,Male,1991-02-05,Powellville,Tasmania,Australia,8441,Bronze,2025-07-23,True
C7F9793A5,Jennifer,Smith,william30@example.net,+61.484.362.001,Female,1959-11-17,Myershaven,Queensland,Australia,2973,Platinum,2025-10-13,True
CA2683B29,Douglas,Cruz,martinmckenzie@example.org,+61807909492,Male,1952-09-29,Clarkshire,Victoria,Australia,2996,Silver,2025-03-09,True
C0D63DCF6,Kimberly,Woods,wwalter@example.org,7805.0292,Female,1984-01-05,Graystad,Tasmania,Australia,2977,Bronze,2024-05-09,True
C6D242CC9,Amy,Brown,danielskatherine@example.com,(02)-6436-6723,Female,1963-07-28,Gabrielfurt,Tasmania,Australia,2275,Silver,2026-01-23,False
CFDD16DDD,Sabrina,Ward,ellendoyle@example.net,(02)-6573-8193,Female,1973-01-31,Marieport,Australian Capital Territory,Australia,2226,Bronze,2021-12-05,True
C868F4984,John,Leonard,uweaver@example.org,(07)54184000,Male,1951-11-01,St. Amberport,Tasmania,Australia,0887,Bronze,2023-07-03,False
CCE02B9AB,Melissa,Dunn,karlparsons@example.org,0887981790,Female,1953-04-05,West Brian,Northern Territory,Australia,2995,Bronze,2024-01-08,True
C7BFD101A,Gina,Reed,nancy59@example.com,0408 996 060,Female,1962-08-25,Markmouth,Western Australia,Australia,2985,Platinum,2022-11-25,True
CD34EE598,Michael,Daniels,jthomas@example.com,9756 5709,Male,2003-11-25,Hamiltonton,Victoria,Australia,2673,Bronze,2022-12-03,False
C575AB848,William,Alvarez,jillian83@example.net,(02).9712.1186,Male,2006-09-09,Williamsview,Victoria,Australia,2647,Gold,2022-12-25,True
C865560AB,Kathryn,Castillo,garylopez@example.com,0477-553-801,Female,1966-04-23,South Kathleenside,Northern Territory,Australia,2664,Platinum,2025-11-17,True
C498A728C,Michael,Lee,laura20@example.com,+61-7-6781-4868,Male,1989-09-15,Johnsonshire,Victoria,Australia,0809,Silver,2023-04-08,True
C58A9F44C,Mario,Dorsey,pyang@example.net,(02)-6456-3745,Male,2004-03-25,West Thomasbury,Northern Territory,Australia,2988,Silver,2022-10-07,True
C5E71A057,Eric,Williams,osolis@example.org,+61 485 036 185,Male,2000-01-16,South Ernesttown,South Australia,Australia,2997,Bronze,2025-12-30,True
CE7248238,Timothy,Taylor,xdunn@example.org,0440.007.906,Male,1947-04-28,South Brian,Northern Territory,Australia,2657,Silver,2025-07-04,True
C8E7D9356,Denise,Newman,michael43@example.org,0453-250-945,Female,1964-11-24,Jenniferland,Victoria,Australia,2976,Bronze,2024-12-27,True
C4C8726F9,Oscar,King,jamesjames@example.org,+61 2 0633 0981,Male,1980-12-08,New Alexandra,Northern Territory,Australia,2904,Silver,2023-05-17,True
C9400CA65,Zachary,Williams,brianromero@example.org,(03)-9705-3781,Male,2003-09-22,Gillespiehaven,Western Australia,Australia,0802,Silver,2024-09-23,True
CF3B0A8ED,Kristen,Williams,chadjones@example.org,0474-029-649,Female,1957-06-24,Brianhaven,Queensland,Australia,1004,Silver,2025-04-15,True
CA0BCAEF6,Jared,Moore,olarson@example.com,+61-498-304-121,Male,1959-01-28,Coleville,Australian Capital Territory,Australia,0226,Bronze,2025-03-04,True
C40DDCFEF,Andrew,Williams,jeremy36@example.net,+61.2.7948.1360,Male,1973-07-15,St. Jeffrey,South Australia,Australia,5785,Silver,2025-08-15,True
C3584CA49,Robert,Walker,robert48@example.com,2467 5736,Male,1953-05-06,Turnerside,South Australia,Australia,2805,Bronze,2024-05-15,True
CB295B189,Jason,Lara,vanessacochran@example.org,02-5141-3116,Male,2001-02-17,South Melanie,Northern Territory,Australia,2618,Bronze,2022-03-09,True
C29ACC9E4,Edgar,Velez,reedfelicia@example.com,+61 471 452 839,Male,1983-01-25,Lake Annetteside,Victoria,Australia,2629,Bronze,2023-12-16,True
C370ABD73,Vanessa,Reed,josephperry@example.net,+61-469-683-644,Female,1975-11-13,Jacksonside,Australian Capital Territory,Australia,9349,Bronze,2026-03-18,True
CF7187E7F,Christopher,Sherman,nconley@example.org,5277 1276,Male,1984-11-25,Dylanport,Australian Capital Territory,Australia,3317,Bronze,2026-03-08,True
C98836C15,Michael,Castro,erose@example.com,+61 499 698 035,Male,1983-11-17,Laneton,Tasmania,Australia,2810,Bronze,2024-09-10,True
CE05A0E56,Jennifer,Harris,murphyalexa@example.org,0441.823.392,Female,1953-06-12,Markshaven,Northern Territory,Australia,2922,Bronze,2022-04-30,True
C0C2EA612,Ryan,Anderson,matthewmoss@example.net,+61269965638,Male,1982-11-03,Michelleport,Western Australia,Australia,2693,Silver,2024-06-29,True
C357273E2,Joel,Richardson,coffeyangela@example.org,+61.3.9958.1029,Male,1991-10-28,Letown,New South Wales,Australia,2608,Bronze,2026-06-04,True
C49EDA2A2,Michelle,Bates,jbender@example.org,+61719651591,Female,1949-03-18,Traviston,Australian Capital Territory,Australia,2676,Silver,2022-02-09,True
CAE445FE8,Jordan,Larsen,robertwalters@example.com,+61-433-017-830,Male,1957-03-23,Josephmouth,Victoria,Australia,2619,Silver,2025-12-13,False
C75F7D2FD,Jennifer,Cardenas,robert44@example.com,(08) 3223 0763,Female,2003-03-06,South Juliafurt,South Australia,Australia,5856,Bronze,2023-04-12,True
C6F8CD2E6,Nicole,Chen,pcox@example.net,46472660,Female,1999-03-08,Danielbury,Northern Territory,Australia,2975,Bronze,2025-04-19,True
CFBB4457D,William,Jones,ambershaw@example.com,8781.4577,Male,1947-07-13,Ruthtown,New South Wales,Australia,2853,Bronze,2024-05-09,True
CB171167A,Elizabeth,Jenkins,fjohnson@example.org,02-5954-9363,Female,2003-03-26,North Mistybury,Victoria,Australia,2079,Bronze,2026-05-12,True
C8E6F711E,Beth,Blake,markmartin@example.com,(07)93324057,Female,1965-07-16,Staceyview,Victoria,Australia,8824,Silver,2024-10-31,True
CCEEE8980,Isabella,Parsons,nduffy@example.net,+61.2.1879.4863,Female,1997-02-07,Lake Robert,Australian Capital Territory,Australia,3735,Bronze,2023-03-10,True
CDB8BA722,Alicia,Reyes,lozanoricky@example.net,+61 484 164 768,Female,1962-08-31,Lake Michellefort,Queensland,Australia,2920,Silver,2026-07-26,False
CA8C3E05E,Jeanette,Rivera,bennettbrian@example.org,07 4077 3676,Female,2006-09-09,South Rogerland,New South Wales,Australia,8145,Bronze,2024-11-01,True
C5ECED2BD,Duane,Smith,rkelley@example.org,+61.410.133.998,Male,2003-06-07,Russellfurt,Tasmania,Australia,2637,Bronze,2022-08-06,True
C31216688,Brian,Wagner,erik17@example.net,+61838537256,Male,1993-03-06,West Calvinmouth,New South Wales,Australia,2698,Bronze,2025-03-16,True
C6A0911C1,Alexander,Baldwin,bennetttyler@example.org,5543-4057,Male,1981-02-11,Mcgeeland,Victoria,Australia,2308,Bronze,2024-10-21,True
C9837E108,Jason,Carson,brian44@example.org,+61.484.621.047,Male,1986-11-04,East David,Australian Capital Territory,Australia,6532,Gold,2025-04-26,True
C2A5E4F91,Michael,Flowers,kayla29@example.net,03.3512.9024,Male,1981-03-03,Coxfort,Australian Capital Territory,Australia,2680,Bronze,2023-09-19,True
C900A6C3D,Michael,Norton,elizabeth75@example.com,+61-472-421-628,Male,2001-07-29,New Julie,Western Australia,Australia,2942,Bronze,2023-08-10,True
C91D28854,Michelle,Ayala,justinroberts@example.com,07.5138.2395,Female,2007-03-30,South Ryanville,Australian Capital Territory,Australia,6392,Bronze,2026-06-12,True
C65382A93,Daniel,Jones,orraustin@example.org,(08).6012.2309,Male,1971-03-15,Jacksonside,Queensland,Australia,2484,Platinum,2021-10-05,True
C186B60D1,Calvin,Tran,kylebrooks@example.com,0412 125 128,Male,1948-09-26,Katieshire,Tasmania,Australia,2919,Silver,2021-12-12,True
C84C475B9,Brian,Swanson,jenna69@example.com,+61 455 762 072,Male,1976-05-04,Port Emilystad,New South Wales,Australia,1547,Bronze,2025-06-09,True
C5781D460,Jessica,Williams,jason95@example.com,+61-412-552-605,Female,1951-12-22,South Bianca,Western Australia,Australia,2540,Gold,2022-10-02,True
CEF05ADF5,Shawn,Williams,eric76@example.net,0400 223 498,Male,1952-07-10,Downshaven,New South Wales,Australia,2932,Silver,2022-01-14,True
C34408966,Kathryn,Brown,amanda55@example.com,0269554028,Female,2002-12-24,Kyleberg,Australian Capital Territory,Australia,6107,Bronze,2025-12-20,True
C48E3966D,Justin,Turner,cathy58@example.com,9309.2271,Male,1948-05-11,Jessicaburgh,Tasmania,Australia,2989,Gold,2026-03-25,True
CD881953B,Bradley,Navarro,nicholas27@example.com,6412-7380,Male,2000-10-02,North Micheleview,New South Wales,Australia,2657,Bronze,2022-02-04,True
C45C94DEA,Jason,Gross,jacksonjessica@example.net,03.7409.5291,Male,1969-05-09,Lake Jordanport,Victoria,Australia,2951,Bronze,2023-11-16,False
C47B4D919,Charles,Chambers,tlee@example.net,5203.2299,Male,2003-05-10,Amandaville,South Australia,Australia,2632,Bronze,2026-02-08,True
C7A8D3FF9,Jesse,Peters,dcole@example.com,(03)03064046,Male,1947-12-23,Barajasbury,Tasmania,Australia,2920,Bronze,2024-07-27,False
C2A1EB1FC,Brett,Barker,daniellekelley@example.net,+61 401 022 425,Male,1956-01-23,Butlerport,Queensland,Australia,5506,Bronze,2024-06-09,True
CDBE2FF16,David,Berg,timothywalker@example.net,+61277494584,Male,1946-11-23,Thomasbury,Western Australia,Australia,2358,Gold,2025-05-27,True
CC144E6A5,Michelle,Watson,curtisevans@example.net,+61.484.554.650,Female,1993-10-10,New Tracy,New South Wales,Australia,3148,Gold,2022-06-21,True
C55624777,Austin,Smith,jeremiahmontgomery@example.com,2212.5760,Male,1951-06-08,South Maria,Queensland,Australia,6751,Silver,2022-01-17,True
CCF986665,Ronald,Wallace,gburton@example.org,+61.427.603.774,Male,1961-05-17,South Javier,Victoria,Australia,2652,Silver,2026-04-21,True
C09C8E01B,Elizabeth,Carroll,brian44@example.com,(08).9641.2152,Female,1969-08-12,Pittmanburgh,Victoria,Australia,2323,Bronze,2022-07-18,False
C459CC919,Ashley,Taylor,burkejulia@example.com,03-9026-8559,Female,1991-03-05,West Heatherstad,Queensland,Australia,2674,Bronze,2023-05-27,True
C31EABE3D,Robert,Dalton,tylernelson@example.org,03-0551-9997,Male,1981-05-31,East Randallview,Queensland,Australia,2655,Silver,2023-09-28,True
C91D2C36B,Kimberly,Pierce,dianahamilton@example.com,+61-426-509-003,Female,1989-02-16,Ericport,South Australia,Australia,2613,Silver,2025-11-05,True
C30A1EF0A,Maria,Carter,james63@example.org,0497 845 149,Female,1973-03-27,Josephchester,South Australia,Australia,2942,Bronze,2022-09-27,True
C64EFF74E,Ian,Owens,brent01@example.com,0463 115 734,Male,1957-02-04,Gonzalezfurt,Victoria,Australia,2644,Silver,2022-02-10,True
CB6324C55,James,Ritter,stokesrandy@example.net,71696896,Male,1953-12-27,St. Christine,Northern Territory,Australia,2927,Bronze,2024-04-16,True
CCCC60AA8,William,Martin,andrewpage@example.org,+61208228171,Male,1990-12-14,Lake Christopherburgh,Queensland,Australia,2920,Bronze,2024-10-20,True
C77E17DC4,Brittany,Meyer,fhooper@example.net,(03) 2183 1983,Female,1972-09-26,North Renee,Northern Territory,Australia,2726,Bronze,2025-10-26,True
CC1C7A533,Christine,Allen,williecollins@example.com,+61-2-4333-9038,Female,1976-12-11,South Thomasmouth,Northern Territory,Australia,0811,Gold,2026-04-25,True
C9AF04169,Amy,Gross,jonestroy@example.net,0430-927-494,Female,1956-10-06,East Christopherborough,Australian Capital Territory,Australia,2622,Silver,2024-10-13,True
CAB0BA768,Donald,Harris,jordanricky@example.com,02-0468-3661,Male,1993-05-26,Reneeberg,Queensland,Australia,2901,Silver,2021-11-16,True
C3657D43A,Karen,Sutton,christineclark@example.net,(02) 1776 9803,Female,1959-07-12,North Samuelview,New South Wales,Australia,0813,Bronze,2023-03-07,True
C614C20D6,William,Williamson,adamsteresa@example.net,9938-1481,Male,1993-08-29,Lake Lisamouth,New South Wales,Australia,1453,Platinum,2024-05-19,False
C86CFCC5F,Brittany,Jordan,whitetanya@example.com,+61-2-1409-0729,Female,2007-11-26,Huangburgh,Queensland,Australia,3889,Silver,2022-10-22,True
CDA3DCD58,Jimmy,Nichols,schmidtlaura@example.org,+61244563567,Male,1969-10-06,Mcleanchester,Western Australia,Australia,2622,Bronze,2022-04-12,True
